[2023.05.23 10:29:45.930] [HTTP] /Barchart.page (Method: GET, IP: ::1)
[2023.05.23 12:18:22.619] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 12:18:22.629] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 12:18:24.766] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 12:18:24.780] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 12:18:24.784] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 12:18:24.785] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 12:18:24.788] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 12:18:26.835] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 12:18:26.851] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 12:18:26.853] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 12:18:26.854] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 12:18:26.854] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:24:00.584] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:24:00.597] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:24:00.599] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:24:00.600] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:24:00.601] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:29:40.094] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:29:40.108] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.110] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.113] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.114] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:29:40.248] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:29:40.272] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.274] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.276] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.278] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:29:40.408] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:29:40.421] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.423] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.426] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.427] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:29:40.592] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:29:40.603] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.605] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.606] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.607] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:29:40.743] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:29:40.754] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.757] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.759] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:29:40.761] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:22.469] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:22.487] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.489] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.493] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.494] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:22.912] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:22.926] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.928] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.929] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:22.930] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:23.071] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:23.091] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.092] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.094] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.096] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:23.224] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:23.239] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.242] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.243] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.244] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:23.375] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:23.388] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.390] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.392] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:23.393] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:41:34.361] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:41:34.377] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:41:34.378] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:41:34.379] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:41:34.382] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:42:21.459] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:42:21.475] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.477] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.479] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.480] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:42:21.616] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:42:21.632] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.634] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.637] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.639] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:42:21.777] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:42:21.790] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.791] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.792] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:42:21.793] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:16.626] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:16.640] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.642] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.643] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.644] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:16.943] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:16.957] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.959] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.960] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:16.961] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:27.288] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:27.303] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.304] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.306] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.307] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:27.513] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:27.528] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.530] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.531] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.533] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:27.898] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:27.910] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.912] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.914] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:27.916] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.054] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.071] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.073] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.074] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.075] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.215] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.227] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.228] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.230] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.232] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.368] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.381] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.384] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.385] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.386] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.504] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.517] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.520] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.522] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.522] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.654] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.667] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.669] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.670] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.671] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:28.910] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:28.920] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.921] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.922] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:28.923] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:29.183] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:29.196] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.198] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.199] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.201] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:29.350] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:29.364] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.367] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.368] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.370] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:29.494] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:29.512] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.513] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.516] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.518] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:29.630] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:29.641] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.642] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.644] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.645] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:43:29.768] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:43:29.780] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.782] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.785] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:43:29.787] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:03.230] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:03.246] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.249] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.251] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.252] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:03.431] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:03.442] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.443] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.445] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:03.446] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:07.007] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:07.019] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:07.021] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:07.022] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:07.023] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:42.245] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:42.258] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.259] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.261] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.263] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:42.392] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:42.403] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.405] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.405] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.406] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:44:42.534] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:44:42.544] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.546] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.547] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:44:42.549] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:45:03.235] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:45:03.262] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:45:03.270] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:45:03.272] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:45:03.273] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:45:07.241] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:45:07.254] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:45:07.256] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:45:07.257] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:45:07.258] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:50:53.768] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:50:53.783] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:50:53.786] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:50:53.787] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:50:53.788] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:50:54.118] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:50:54.131] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:50:54.133] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:50:54.134] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:50:54.135] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:50:55.439] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:50:55.451] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.453] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.454] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.455] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:50:55.661] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:50:55.686] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.688] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.689] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:50:55.690] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:14.850] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:14.863] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:14.866] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:14.867] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:14.868] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:18.483] [HTTP] /Tablelist.pagehttp://localhost:8001/Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:18.498] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:18.499] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:18.502] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:18.503] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:28.905] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:28.916] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:28.918] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:28.919] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:28.920] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:32.031] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:32.045] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:32.047] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:32.048] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:32.049] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:33.943] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 13:51:33.955] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:33.957] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:33.959] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:33.961] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:40.786] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:51:40.799] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:40.800] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:40.801] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:40.802] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:41.079] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.23 13:51:41.092] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:41.095] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:41.096] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:41.097] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:50.792] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:50.802] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.804] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.807] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.809] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:50.935] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:50.947] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.948] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.949] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:50.950] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:51.086] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:51.098] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.099] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.100] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.101] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:51.222] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:51.233] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.234] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.235] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:51.236] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:54.233] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:54.261] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:54.268] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:54.269] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:54.272] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:58.200] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 13:51:58.223] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 13:51:58.226] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 13:51:58.228] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 13:51:58.230] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 13:51:58.487] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
