[2023.05.24 10:34:57.799] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:26.872] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:26.873] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:26.874] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:26.874] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:18:27.341] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:27.353] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:27.354] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:27.355] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:27.356] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:18:46.151] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:46.163] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.166] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.167] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.169] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:18:46.725] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:46.749] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.751] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.752] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.753] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:18:46.923] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:46.933] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.934] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.935] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:46.937] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:18:47.156] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:18:47.170] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:18:47.171] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:18:47.172] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:18:47.173] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:25:36.125] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:25:36.137] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:25:36.139] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:25:36.140] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:25:36.141] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:25:53.506] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:25:53.507] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:25:53.508] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:26:07.504] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:26:07.520] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:26:07.521] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:26:07.522] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:26:07.524] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:26:11.401] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:26:11.402] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:26:11.403] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:10.621] [HTTP] / (Method: GET, IP: ::1)
[2023.05.24 19:28:10.648] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:28:10.658] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:28:10.659] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:10.660] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:28:16.771] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:28:16.772] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:28:16.773] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.438] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:28:20.449] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.452] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.453] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.455] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:28:20.807] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:28:20.820] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.821] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.822] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:20.823] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:28:43.185] [HTTP] /Visualization.page/$%7Bid%7D (Method: GET, IP: ::1)
[2023.05.24 19:28:43.187] [Error:404] /Visualization.page/$%7Bid%7D/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\${id}'/n
[2023.05.24 19:28:45.350] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:28:45.362] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:28:45.364] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:28:45.366] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:28:45.367] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:12.878] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:30:12.893] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:12.895] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:12.896] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:12.897] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:13.214] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:30:13.227] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.228] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.230] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.231] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:13.373] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:30:13.387] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.389] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.390] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.391] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:13.516] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:30:13.528] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.530] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.531] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:13.532] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:30.503] [HTTP] /Visualization.page/$%7Bid%7D (Method: GET, IP: ::1)
[2023.05.24 19:30:30.506] [Error:404] /Visualization.page/$%7Bid%7D/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\${id}'/n
[2023.05.24 19:30:32.444] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:30:32.455] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:32.457] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:32.458] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:32.460] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:30:59.279] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:30:59.303] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:30:59.313] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:30:59.315] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:30:59.316] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:31:01.375] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:31:01.376] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:31:01.377] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:40:19.951] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:40:19.976] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:40:19.978] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:40:19.981] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:40:19.982] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:40:25.745] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:40:25.757] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:40:25.758] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:40:25.759] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:40:25.761] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:40:58.328] [HTTP] / (Method: GET, IP: ::1)
[2023.05.24 19:40:58.338] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:40:58.339] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:40:58.341] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:40:58.347] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:41:03.061] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:41:03.063] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:41:03.064] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.184] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:34.197] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.199] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.202] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.203] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:34.897] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:34.909] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.911] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.912] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:34.914] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.081] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.094] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.096] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.097] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.098] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.235] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.248] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.249] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.250] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.251] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.398] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.410] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.413] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.414] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.416] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.549] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.563] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.564] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.565] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.566] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.716] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.728] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.730] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.731] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.732] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.847] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:35.858] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.859] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.860] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:35.862] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:35.996] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.006] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.008] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.009] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.010] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:36.148] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.159] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.161] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.162] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.163] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:36.292] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.302] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.303] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.305] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.305] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:36.451] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.461] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.463] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.464] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.465] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:36.598] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.609] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.611] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.613] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.615] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:36.749] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:42:36.762] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.765] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.767] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:36.769] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:38.719] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:42:38.731] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:38.732] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:38.734] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:38.735] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:39.167] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:42:39.178] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.179] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.181] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.182] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:39.336] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 19:42:39.350] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.351] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.353] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:42:39.354] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:49.800] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.24 19:42:49.813] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:42:49.815] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:42:49.816] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:42:49.818] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:24.356] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:24.371] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:24.375] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:24.377] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:24.378] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:44:25.214] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:25.227] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.228] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.229] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.231] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:44:25.607] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:25.620] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.622] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.623] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.625] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:44:25.973] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:25.985] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.987] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.988] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:25.989] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:44:47.153] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:47.168] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.170] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.172] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.173] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:44:47.695] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:44:47.705] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.706] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.707] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:44:47.708] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:45:41.454] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:45:41.467] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:45:41.470] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:45:41.472] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:45:41.474] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:45:42.039] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:45:42.048] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.051] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.052] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.053] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:45:42.352] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:45:42.362] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.365] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.366] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.368] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:45:42.615] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:45:42.627] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.629] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.631] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:45:42.632] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 19:46:51.090] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 19:46:51.101] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 19:46:51.103] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 19:46:51.104] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 19:46:51.105] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 21:30:53.166] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 21:30:53.180] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 21:30:53.182] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 21:30:53.184] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 21:30:53.185] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 21:30:56.016] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 21:30:56.027] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 21:30:56.029] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 21:30:56.031] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 21:30:56.032] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 21:31:06.938] [HTTP] / (Method: GET, IP: ::1)
[2023.05.24 21:31:06.958] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 21:31:06.961] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 21:31:06.962] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 21:31:06.963] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 21:32:31.190] [HTTP] / (Method: GET, IP: ::1)
[2023.05.24 21:32:31.207] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 21:32:31.209] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 21:32:31.210] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 21:32:31.211] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 21:32:32.031] [HTTP] / (Method: GET, IP: ::1)
[2023.05.24 21:32:32.046] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 21:32:32.048] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 21:32:32.049] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
